ORIGINAL_ITEM_NAME,RECOMENDED_ITEM_NAME,LIFT,COSINE_SIMILARITY
Good Boy chewy twists with chicken 90g,Good Boy chicken strips 100g,0.0,0.5232492
Good Boy chewy twists with chicken 90g,Good Boy chicken bites 65g,11.144108,0.5024929
Good Boy chewy twists with chicken 90g,JS twister with chicken & game x8 120g,5.751372,0.49606442
Dreamies cat treats salmon 60g,Dreamies cat treats tuna salmon mix 60g,0.0,0.7257078
Dreamies cat treats salmon 60g,Dreamies cat treats beef 60g,98.81558,0.583221
Dreamies cat treats salmon 60g,Dreamies cat treats chicken 60g,60.136936,0.5684647
Dreamies cat treats salmon 60g,Dreamies cat treats cheese 60g,0.0,0.56322646
Jordans Country Crisp Strawberries 500g,Jordans Country Crisp Raspberry 500g,23.001953,0.51891917
Jordans Country Crisp Strawberries 500g,Kellogg's Special K Red Berries 500g,0.0,0.454606
Jordans Country Crisp Strawberries 500g,Kellogg's Fruit n Fibre 375g,1.689938,0.45050877
Jordans Country Crisp Strawberries 500g,Klg Spec K Red Berries 330g,1.498909,0.44327724
Tassimo Cadburys Chocolate Pods 240g,Nescafe DG Latte Macchiato Pods x16,0.0,0.35603952
Tassimo Cadburys Chocolate Pods 240g,Nescafe Cafe Irish Cream Latte 158g,1.679921,0.34441686
Tassimo Cadburys Chocolate Pods 240g,NESCAFE ORIGINAL COFFEE 300G,0.0,0.32559326
Tassimo Cadburys Chocolate Pods 240g,Nescafe Dolce Gusto Cafe Au Lait 160g,0.0,0.3254432
Dreamies cat treats chicken & duck 60g,Dreamies cat treats chicken 60g,51.22621,0.6796235
Dreamies cat treats chicken & duck 60g,Dreamies cat treats tuna salmon mix 60g,0.0,0.6303954
Dreamies cat treats chicken & duck 60g,Dreamies cat treats beef 60g,96.865183,0.6240829
Dreamies cat treats chicken & duck 60g,Dreamies cat treats salmon 60g,55.250392,0.6094527
Gourmet Perle country medley 12x85g,Gourmet Perle ocean delicacies 12x85g,0.0,0.34547603
Gourmet Perle country medley 12x85g,Gourmet Perle chef's collection 12x85g,32.242773,0.34230584
Gourmet Perle country medley 12x85g,Gourmet Gold ocean fish paté 85g,6.785983,0.32783622
Gourmet Perle country medley 12x85g,Gourmet Gold Delights chicken 8x85g,12.685679,0.3248643
Hubbards Rice Pudding 400g,Hubbards White Rice 1kg,7.954174,0.54640305
Hubbards Rice Pudding 400g,Hubbard's Pasta Sauce 440g,22.710506,0.4766228
Hubbards Rice Pudding 400g,Hubbards Peanut Butter 340g,10.513679,0.46526235
Hubbards Rice Pudding 400g,Hubbards Pasta Shapes 1kg,0.0,0.45650765
Tango Paradise Punch 8x330ml,Pepsi Max Cherry 24x330ml,6.396929,0.31046772
Tango Paradise Punch 8x330ml,Pepsi Max cherry 1.25L,0.0,0.28677043
Tango Paradise Punch 8x330ml,Coke 24x330ml,1.911636,0.24701396
Tango Paradise Punch 8x330ml,Red Bull energy drink 4x250ml,0.0,0.22592697
JS Balance Red Fruit 375g,Klg Spec K Red Berries 330g,1.411537,0.33338067
JS Balance Red Fruit 375g,Kellogg's Special K Red Berries 500g,0.0,0.32456446
JS Balance Red Fruit 375g,Kellogg's Fruit n Fibre 375g,0.0,0.28740287
JS Balance Red Fruit 375g,Klg Spec K Peach & Apricot 360g,2.468144,0.2692184
JS Strawberry&Kiwi Still Water 4x500ml,JS DIET INDIAN TONIC WATER 1L,0.0,0.38054234
JS Strawberry&Kiwi Still Water 4x500ml,Pepsi Max cherry 1.25L,0.0,0.24605188
JS Strawberry&Kiwi Still Water 4x500ml,Pepsi Max Cherry 24x330ml,3.109854,0.23133284
JS Strawberry&Kiwi Still Water 4x500ml,Diet Pepsi Caffeine Free 2L,0.0,0.22190209
JS training treats rich in chicken 125g,JS senior comn with chicken & rice 2.5kg,0.0,0.44924653
JS training treats rich in chicken 125g,JS adult comn with chicken & veg 5kg,3.868768,0.40874583
JS training treats rich in chicken 125g,JS adult comn with chicken & veg 2.5kg,2.590693,0.4052735
JS training treats rich in chicken 125g,JS comn meat selectn in gravy 12x400g,0.0,0.40296575
Diet Pepsi Caffeine Free 2L,JS DIET INDIAN TONIC WATER 1L,0.0,0.35765383
Diet Pepsi Caffeine Free 2L,Pepsi Max cherry 1.25L,0.0,0.34031546
Diet Pepsi Caffeine Free 2L,Pepsi Max Cherry 24x330ml,0.0,0.33554757
Diet Pepsi Caffeine Free 2L,Red Bull energy drink 4x250ml,0.0,0.3153415
Cesar classic terrine mix 8x150g,Pedigree tasty minis puppy 125g,5.525473,0.4441296
Cesar classic terrine mix 8x150g,Pedigree dentastix medium dog x28 720g,0.0,0.3856482
Cesar classic terrine mix 8x150g,Cesar country stew selection 8x150g,28.627208,0.3820119
Cesar classic terrine mix 8x150g,Pedigree dentastix small dog x7 110g,0.0,0.37540418
SSTC Cooking Bacon 500g,"JS Bacon, Lettuce & Tomato BLT SW",0.0,0.44091022
SSTC Cooking Bacon 500g,TTD Chicken & Bacon Pasta Bake 375g,0.0,0.39278877
SSTC Cooking Bacon 500g,SSTC Natural Yoghurt 500g,0.0,0.34445995
SSTC Cooking Bacon 500g,SSTC yoghurts 4x125g,2.871257,0.33980814
Trebor Softmints Spearmint Mints 4x44.9g,JS minty fresh dental sticks large 540g,0.0,0.45108557
Trebor Softmints Spearmint Mints 4x44.9g,JS minty fresh dental sticks medium 360g,0.0,0.4384583
Trebor Softmints Spearmint Mints 4x44.9g,McVitie's Club  Mint x7,1.15664,0.3731181
Trebor Softmints Spearmint Mints 4x44.9g,Stamford St. Soft Spread 500g,0.0,0.36666343
JS 7+ meat&fish selctn in jelly 12x100g,JS 1+ meat &fish selctn in jelly 48x100g,2.349952,0.675821
JS 7+ meat&fish selctn in jelly 12x100g,JS 1+ comn meat & fish in jelly 12x100g,0.0,0.6600614
JS 7+ meat&fish selctn in jelly 12x100g,JS 1+ comn fish selectn in jelly 6x400g,0.0,0.57554865
JS 7+ meat&fish selctn in jelly 12x100g,JS 1+ comn meat selectn in jelly 6x400g,1.910282,0.56898135
JS Medium Dry Amontillado Sherry 1L,JS House Cabernet Sauvignon 225cl,5.737458,0.4003196
JS Medium Dry Amontillado Sherry 1L,Sainsbury's Vodka 70cl,0.0,0.37904456
JS Medium Dry Amontillado Sherry 1L,JS House Sauvignon Blanc 75cl,2.942286,0.37537026
JS Medium Dry Amontillado Sherry 1L,JS DIET INDIAN TONIC WATER 1L,0.0,0.35955876
JS wildbird peanuts 750g,JS wildbird seed mix 750g,0.0,0.5495034
JS wildbird peanuts 750g,JS wildbird seed mix 4kg,0.0,0.5394506
JS wildbird peanuts 750g,JS wildbird suet balls x10,0.0,0.5216554
JS wildbird peanuts 750g,JS snack pockets with chicken 65g,0.0,0.45597172
Pedigree dentastix medium dog x28 720g,Pedigree dentastix small dog x7 110g,0.0,0.60898954
Pedigree dentastix medium dog x28 720g,JS small biscuit bones for dogs 800g,0.0,0.5244374
Pedigree dentastix medium dog x28 720g,JS dental sticks for large dogs x14 540g,0.0,0.49401462
Pedigree dentastix medium dog x28 720g,JS dental sticks for small dogs x14 220g,0.0,0.46929282
PREMIER DELI OX TONGUE 125g,JS 10 British beef slices 115g,0.0,0.21942696
WALKERS QUAVERS CHEESE 12x16g,Walkers Cheese&Onion 12pk,2.299911,0.577365
WALKERS QUAVERS CHEESE 12x16g,Walkers Squares Variety pack 12pk,0.0,0.47427633
WALKERS QUAVERS CHEESE 12x16g,Wotsits Crunchy Cheese,0.0,0.45529255
WALKERS QUAVERS CHEESE 12x16g,WALKERS MONSTER MUNCH 12pk,2.92002,0.43597645
lights by TENA Long Liner Duo x40,Tena lady - extra duo pack x20,0.0,0.3135639
lights by TENA Long Liner Duo x40,Tena lady - extra plus duo pack x16,0.0,0.30273813
lights by TENA Long Liner Duo x40,TENA Lady Discreet Normal Pads x12,1.948685,0.2948038
lights by TENA Long Liner Duo x40,TENA Lady Maxi Night x 12 Duo,0.0,0.28054246
JS Xmas Mixed Nuts 225g,JS Xmas Brazil Nuts 250g,0.0,0.5738725
JS Xmas Mixed Nuts 225g,JS ROASTED MONKEY NUTS IN SHELLS 300G,0.0,0.52544534
JS Xmas Mixed Nuts 225g,JS ROASTED SALTED PISTACHIOS 300G,0.0,0.48427024
JS Xmas Mixed Nuts 225g,JS Roasted Salted Pistachio 150g,0.0,0.47431523
Tena lady - extra plus duo pack x16,Tena lady - extra duo pack x20,0.0,0.5938109
Tena lady - extra plus duo pack x16,TENA Lady Discreet Normal Pads x12,3.565036,0.4169002
Tena lady - extra plus duo pack x16,Tena Lady Discreet Normal x16pc,1.860695,0.37007958
Tena lady - extra plus duo pack x16,TENA Lady Maxi Night x 12 Duo,0.0,0.3686574
Felix AGAIL ocean feasts jelly 12x100g,Felix AGAIL ocean feasts 40x100g,1.607324,0.6574502
Felix AGAIL ocean feasts jelly 12x100g,Felix AGAIL d/delics ocean 12x100g,23.873179,0.5373294
Felix AGAIL ocean feasts jelly 12x100g,Felix goody bag seaside/ocean mix 60g,0.0,0.5118996
Felix AGAIL ocean feasts jelly 12x100g,Felix AGAIL vegetable selection 12x100g,0.0,0.4819367
Tena lady - extra duo pack x20,Tena lady - extra plus duo pack x16,8.437097,0.55564386
Tena lady - extra duo pack x20,TENA Lady Discreet Normal Pads x12,5.560837,0.42341745
Tena lady - extra duo pack x20,Tena Lady Discreet Normal x16pc,3.660441,0.36085546
Tena lady - extra duo pack x20,TENA Lady Maxi Night x 12 Duo,0.0,0.358738
Ovaltine Malted Original Drink 300g,Triple Distilled British Vodka 1.5L,0.0,0.37197047
Ovaltine Malted Original Drink 300g,Triple Distilled British Vodka 1L,0.0,0.36087906
Ovaltine Malted Original Drink 300g,Old Jamaica ginger beer 1.5L,0.0,0.34536088
Ovaltine Malted Original Drink 300g,Oatly Oat Drink Skinny 1l,0.0,0.33832085
KP Skips Prawn Cocktail 14x13.1g,KP Hula Hoops Original 12x24g,0.0,0.2396267
KP Skips Prawn Cocktail 14x13.1g,Mini Cheds Nibblies Cheese & Chive 6pk,1.403579,0.23439656
KP Skips Prawn Cocktail 14x13.1g,Monster Munch Roast Beef 6pk,3.056331,0.23156774
KP Skips Prawn Cocktail 14x13.1g,Walkers Cheese&Onion 12pk,1.532001,0.22016428
JS Cox Apple Single,JS Braeburn apple single,0.0,0.35681635
JS Cox Apple Single,JS Royal Gala Apple single,2.057935,0.34115794
JS Cox Apple Single,JS Granny Smith Apples Single,3.74081,0.33189732
JS Cox Apple Single,JS Mini Pears 550g,0.0,0.2671368
JS small biscuit bones for dogs 800g,JS dog biscuits bone selection 650g,0.0,0.6547859
JS small biscuit bones for dogs 800g,JS biscuit selection for dogs 800g,19.023471,0.59431076
JS small biscuit bones for dogs 800g,JS dental sticks for large dogs x14 540g,6.852572,0.55520165
JS small biscuit bones for dogs 800g,JS dental sticks for small dogs x14 220g,3.321937,0.5429216
JS dog biscuits bone selection 650g,JS small biscuit bones for dogs 800g,19.831906,0.6777097
JS dog biscuits bone selection 650g,JS biscuit selection for dogs 800g,24.698367,0.65283084
JS dog biscuits bone selection 650g,JS dental sticks for large dogs x14 540g,12.183304,0.5028949
JS dog biscuits bone selection 650g,JS dental sticks for small dogs x14 220g,3.145275,0.4859086
JS Soft White Farmhouse 800g,JS 6 Wholemeal Muffins,0.0,0.33946717
JS Soft White Farmhouse 800g,Stamford Street White Bread Medium 800g,2.544851,0.2991004
JS Soft White Farmhouse 800g,Stamford St 8 Wholemeal Tortilla Wraps,0.0,0.27807015
JS Soft White Farmhouse 800g,Stamford Street Wholemeal Medium 800g,1.55745,0.2583743
Walkers Squares Variety pack 12pk,Walkers Variety 20pk,0.0,0.5226511
Walkers Squares Variety pack 12pk,WALKERS MONSTER MUNCH 12pk,5.04203,0.45623377
Walkers Squares Variety pack 12pk,WALKERS QUAVERS CHEESE 12x16g,2.497962,0.4295761
Walkers Squares Variety pack 12pk,Walkers Cheese&Onion 12pk,0.0,0.42681497
BENECOL BLUEBERRY 6X67.5G,Actimel Blueberry 8x100g,2.289981,0.3249221
BENECOL BLUEBERRY 6X67.5G,Activia Fusion Blueberry 4x120g,0.0,0.31441075
BENECOL BLUEBERRY 6X67.5G,Activia Fibre Apple Cereals Breakfast G,1.818832,0.2529949
BENECOL BLUEBERRY 6X67.5G,Activia Fibre Walnut & Oat Breakfast Gu,1.266827,0.21671402
Mentos Mint 5pk,JS minty fresh dental sticks large 540g,0.0,0.43603784
Mentos Mint 5pk,JS minty fresh dental sticks medium 360g,0.0,0.41461873
Mentos Mint 5pk,JS Xmas Mixed Nuts 225g,0.0,0.36210388
Mentos Mint 5pk,Kit Kat 2 Finger Dark Mint 9x20.7g,0.0,0.35777438
Good Boy chicken strips 100g,JS meaty strips chicken x20 200g,3.601405,0.47337776
Good Boy chicken strips 100g,Good Boy chewy lamb strips 80g,0.0,0.43490994
Good Boy chicken strips 100g,Good Boy chicken bites 65g,29.465468,0.4316144
Good Boy chicken strips 100g,Good Boy chicken & calcium bones 100g,0.0,0.4137162
Dreamies cat treats cheese 60g,Dreamies cat treats beef 60g,53.071496,0.5927482
Dreamies cat treats cheese 60g,Dreamies cat treats chicken 60g,46.092537,0.5862603
Dreamies cat treats cheese 60g,Dreamies cat treats tuna salmon mix 60g,0.0,0.58189976
Dreamies cat treats cheese 60g,Dreamies cat treats salmon 60g,52.597356,0.5608443
Felix AGAIL vegetable selection 12x100g,Felix AGAIL senior meat selectn 12x100g,21.079878,0.4731039
Felix AGAIL vegetable selection 12x100g,Felix AGAIL meat selct pork/duck 12x100g,31.320075,0.45879585
Felix AGAIL vegetable selection 12x100g,Felix AGAIL meaty selectn in jly 12x100g,0.0,0.44968045
Felix AGAIL vegetable selection 12x100g,Felix AGAIL mixed selectn jelly 40x100g,5.78044,0.43238387
Good Boy chicken & calcium bones 100g,Good Boy chewy chicken dumbbells 100g,41.67298,0.44996774
Good Boy chicken & calcium bones 100g,JS mini log bones with chicken 200g,11.400786,0.44161385
Good Boy chicken & calcium bones 100g,Good Boy chicken strips 100g,19.431856,0.438674
Good Boy chicken & calcium bones 100g,JS small biscuit bones for dogs 800g,0.0,0.43071458
Wagg low fat treats 125g,Wagg steaklets dog treats 125g,36.646932,0.4892234
Wagg low fat treats 125g,Wagg training treats 125g,31.049667,0.454662
Wagg low fat treats 125g,Pedigree meaty meals in jelly 6x385g,0.0,0.30078214
Wagg low fat treats 125g,JS small biscuit bones for dogs 800g,4.612879,0.28148574
JS snack pockets with salmon 65g,JS snack pockets with chicken 65g,0.0,0.63157946
JS snack pockets with salmon 65g,JS snack pockets with trky/beef/duck 65g,0.0,0.6257021
JS snack pockets with salmon 65g,JS snack pockets cheese 65g,119.446364,0.5599585
JS snack pockets with salmon 65g,JS snack pockets catnip 65g,77.165397,0.5565253
Always Discreet Sensitv Bladder Pad L+ 8,TENA Lady Discreet Normal Pads x12,0.0,0.42645195
Always Discreet Sensitv Bladder Pad L+ 8,JS Comfort Pad Long Plus x8,0.0,0.29750216
Always Discreet Sensitv Bladder Pad L+ 8,Tena Lady Discreet Normal x16pc,0.0,0.22555286
Always Discreet Sensitv Bladder Pad L+ 8,Tena lady - extra duo pack x20,0.0,0.16153039
TTD Chicken & Bacon Pasta Bake 375g,SSTC Cooking Bacon 500g,0.0,0.43240497
TTD Chicken & Bacon Pasta Bake 375g,"JS Bacon, Lettuce & Tomato BLT SW",3.439616,0.38226032
TTD Chicken & Bacon Pasta Bake 375g,JS Roast Lamb Dinner 400g,3.474701,0.36912674
TTD Chicken & Bacon Pasta Bake 375g,JS chicken hotpot dinner 400g,3.512667,0.36743212
Rizla Regular Green x 5 Multi Pack,Tena lady - extra duo pack x20,0.0,0.36054283
Rizla Regular Green x 5 Multi Pack,Tena lady - extra plus duo pack x16,1.600341,0.33991867
Rizla Regular Green x 5 Multi Pack,LITTLE ONES DRY FIT  6+EP 30,0.0,0.30774432
Rizla Regular Green x 5 Multi Pack,Winalot perfect portions pouches 40x100g,1.881368,0.30673468
Comfort creations strawberry lily 30w,Winders Strawberry Blackcurrant 5x17g,0.0,0.44481426
Comfort creations strawberry lily 30w,Stamford Street Strawberry &Vanilla Roll,0.0,0.3838118
Comfort creations strawberry lily 30w,Hubbard's Strawberry Jam 454g,0.0,0.38190806
Comfort creations strawberry lily 30w,Lily's Kitchen chkn trky casserole 150g,0.0,0.37090534
JS snack pockets with chicken 65g,JS snack pockets with trky/beef/duck 65g,0.0,0.6660845
JS snack pockets with chicken 65g,JS snack pockets with salmon 65g,96.078994,0.6515578
JS snack pockets with chicken 65g,JS snack pockets catnip 65g,68.12963,0.59380424
JS snack pockets with chicken 65g,JS snack pockets cheese 65g,91.155181,0.5663024
Felix AGAIL meaty selectn in jly 12x100g,Felix AGAIL vegetable selection 12x100g,22.942751,0.6050372
Felix AGAIL meaty selectn in jly 12x100g,Felix AGAIL senior meat selectn 12x100g,16.024002,0.59709287
Felix AGAIL meaty selectn in jly 12x100g,Felix AGAIL meat selct pork/duck 12x100g,39.186632,0.5709925
Felix AGAIL meaty selectn in jly 12x100g,Felix AGAIL mixed selectn jelly 40x100g,3.368265,0.55445516
JS Braeburn apple single,JS Royal Gala Apple single,3.285185,0.4682501
JS Braeburn apple single,JS Cox Apple Single,1.722319,0.39940423
JS Braeburn apple single,JS Granny Smith Apples Single,4.939581,0.37636337
JS Braeburn apple single,JS Mini Pears 550g,0.0,0.27174777
Stamford Street Fairy Cakes X12,Stamford Street Strawberry &Vanilla Roll,14.161425,0.55963933
Stamford Street Fairy Cakes X12,Stamford Street Digestive Biscuits 400g,3.723378,0.52409834
Stamford Street Fairy Cakes X12,Stamford Street Oranges x5,1.28294,0.51370776
Stamford Street Fairy Cakes X12,Cadbury Delights Hazelnut 5pk 110g,0.0,0.50932455
TV TIMES 22/23,Daily's Simply Muesli 1kg,0.0,0.21573287
TV TIMES 22/23,Young's Salmon Fillet Dinner 380g,0.0,0.21479121
TV TIMES 22/23,Cadbury Timeout 6 pack,0.0,0.19862641
TV TIMES 22/23,Regina Blitz x4,0.0,0.19501433
JS wildbird seed mix 4kg,JS wildbird seed mix 750g,0.0,0.6786743
JS wildbird seed mix 4kg,JS wildbird suet balls x10,0.0,0.4405664
JS wildbird seed mix 4kg,JS wildbird peanuts 750g,21.982668,0.423505
JS wildbird seed mix 4kg,JS snack pockets with chicken 65g,1.535962,0.39822873
Charlie Bigham's Thai Red Curry 835g,JS Steak & Kidney Puff Pastry Pie 150g,0.0,0.30445355
Charlie Bigham's Thai Red Curry 835g,"JS Pub Fish, Chips and Peas 450g",0.0,0.2993414
Charlie Bigham's Thai Red Curry 835g,Js Broccoli Chse/tomato Ind quiche 170g,0.0,0.24859272
Charlie Bigham's Thai Red Curry 835g,JS Cheese & Onion Quiche 170g,0.0,0.23878989
Catsan hygiene cat litter 20L,Catsan hygiene cat litter 10L,0.0,0.6140127
Catsan hygiene cat litter 20L,Felight anti-bacterial cat litter 20L,0.0,0.49722168
Catsan hygiene cat litter 20L,Felight anti-bacterial cat litter 10L,1.753555,0.47269136
Catsan hygiene cat litter 20L,Stamford Street Cat Litter 10L,0.0,0.45062292
Walkers Meaty 20pk,Walkers Variety 20pk,0.0,0.50007725
Walkers Meaty 20pk,Walkers Squares Variety pack 12pk,3.253107,0.4775923
Walkers Meaty 20pk,WALKERS MONSTER MUNCH 12pk,4.310509,0.47345078
Walkers Meaty 20pk,WALKERS QUAVERS CHEESE 12x16g,2.31217,0.47294804
JS 1+ comn meat & fish in jelly 12x100g,JS 1+ meat &fish selctn in jelly 48x100g,0.0,0.6515136
JS 1+ comn meat & fish in jelly 12x100g,JS 7+ meat&fish selctn in jelly 12x100g,8.086453,0.6352948
JS 1+ comn meat & fish in jelly 12x100g,JS 1+ comn fish selectn in jelly 6x400g,0.0,0.58183014
JS 1+ comn meat & fish in jelly 12x100g,JS 1+ comn meat selectn in jelly 6x400g,0.0,0.56618226
Regina Blitz x4,TENA LADY MAXI NIGHT x6,0.0,0.35139263
Regina Blitz x4,TENA Lady Maxi Night x 12 Duo,0.0,0.35114372
Regina Blitz x4,Thatchers Gold 10x440ml,1.632774,0.3363465
Regina Blitz x4,Tena Lady Mini X20,1.025528,0.33317477
AHarriott Spice Sensation Couscous 100g,L'OR Intense Coffee 150g,0.0,0.32711622
AHarriott Spice Sensation Couscous 100g,Nescafe Cafe Irish Cream Latte 158g,0.0,0.3012066
AHarriott Spice Sensation Couscous 100g,Whiskas temptations chicken & cheese 60g,0.0,0.2777677
AHarriott Spice Sensation Couscous 100g,Arctic Coffee Latte 330ml,0.0,0.2747078
Walkers Variety 20pk,Walkers Squares Variety pack 12pk,1.806874,0.5565749
Walkers Variety 20pk,Walkers Meaty 20pk,12.731053,0.48283795
Walkers Variety 20pk,WALKERS MONSTER MUNCH 12pk,2.944688,0.4712257
Walkers Variety 20pk,WALKERS QUAVERS CHEESE 12x16g,2.136339,0.4293106
GU CHOCOLATE GANACHE MOUSSE 2x70g,Tassimo Cadburys Chocolate Pods 240g,0.0,0.40297037
GU CHOCOLATE GANACHE MOUSSE 2x70g,Sainsbury's Vodka 70cl,0.0,0.34090847
GU CHOCOLATE GANACHE MOUSSE 2x70g,Sainsburys Brandy 70cl,0.0,0.33365327
GU CHOCOLATE GANACHE MOUSSE 2x70g,Cadbury Delights Hazelnut 5pk 110g,0.0,0.32294995
Purina One adult chicken & w/grains 800g,Go Cat senior chicken rice & veg 750g,0.0,0.45733336
Purina One adult chicken & w/grains 800g,Whiskas 1+ dry cat food chicken 800g,0.0,0.44317895
Purina One adult chicken & w/grains 800g,Purina One senior cat beef/chkn 8x85g,0.0,0.44232258
Purina One adult chicken & w/grains 800g,Whiskas 1+ Cat Pouch Poultry jel 12x85g,5.388519,0.40566278
JS wildbird suet balls x10,JS wildbird seed mix 4kg,32.714868,0.5719407
JS wildbird suet balls x10,JS wildbird seed mix 750g,0.0,0.565884
JS wildbird suet balls x10,JS wildbird peanuts 750g,34.594602,0.5267368
JS wildbird suet balls x10,JS snack pockets with chicken 65g,1.133742,0.457493
JS biscuit rolls with beef 550g,JS meaty rolls x15 135g,13.902721,0.50906277
JS biscuit rolls with beef 550g,JS meaty strips beef x20 200g,10.496694,0.4928568
JS biscuit rolls with beef 550g,JS meaty strips chicken x20 200g,9.328759,0.4552111
JS biscuit rolls with beef 550g,JS dog biscuits bone selection 650g,23.809028,0.4484406
JS mini log bones with chicken x4 180g,JS mini log bones with chicken 200g,27.266475,0.7028907
JS mini log bones with chicken x4 180g,JS log bones with chicken x2 200g,0.0,0.6408548
JS mini log bones with chicken x4 180g,JS small biscuit bones for dogs 800g,5.39014,0.55815357
JS mini log bones with chicken x4 180g,JS dog biscuits bone selection 650g,8.007202,0.4706355
DORITOS TANGY CHEESE 5pk,Wotsits Crunchy Cheese,0.0,0.41479236
DORITOS TANGY CHEESE 5pk,WALKERS DORITOS MIXED 12X30G,0.0,0.35852012
DORITOS TANGY CHEESE 5pk,Mini Cheds Nibblies Cheese & Chive 6pk,0.0,0.34615695
DORITOS TANGY CHEESE 5pk,Walkers Cheese&Onion 12pk,1.585949,0.30273327
Nestle Cheerios Honey 370g,Kellogg's Fruit n Fibre 375g,0.0,0.43316692
Nestle Cheerios Honey 370g,Kellogg's Special K Red Berries 500g,0.0,0.38825363
Nestle Cheerios Honey 370g,Kellogg's Wheats Apricot 500g,0.0,0.3872732
Nestle Cheerios Honey 370g,JS Balance Red Fruit 375g,0.0,0.3821631
Lily's Kitchen chkn trky casserole 150g,Butcher's tripe loaf recipes 12x400g,0.0,0.3864002
Lily's Kitchen chkn trky casserole 150g,Pedigree meaty meals in jelly 6x385g,0.0,0.34932506
Lily's Kitchen chkn trky casserole 150g,JS comn meaty loaf selection 6x400g,0.0,0.32177192
Lily's Kitchen chkn trky casserole 150g,Bakers whirlers 130g,3.799389,0.3206952
Butcher's tripe loaf recipes 12x400g,JS comn meaty loaf selection 6x400g,5.719663,0.4475147
Butcher's tripe loaf recipes 12x400g,Bakers sizzlers bacon 90g,2.905116,0.384223
Butcher's tripe loaf recipes 12x400g,Butcher's simply gentle cans 6x390g,7.918726,0.3823009
Butcher's tripe loaf recipes 12x400g,Pedigree tasty minis beef & cheese 140g,1.936835,0.31554154
Pedigree tasty minis cubes chk/duck 130g,Pedigree tasty minis puppy 125g,17.299235,0.41967666
Pedigree tasty minis cubes chk/duck 130g,Pedigree tasty minis beef & cheese 140g,24.23337,0.38626227
Pedigree tasty minis cubes chk/duck 130g,Pedigree mini markies 500g,6.95025,0.31189907
Pedigree tasty minis cubes chk/duck 130g,Pedigree meaty meals in jelly 6x385g,5.846018,0.29992473
Nescafe Dolce Gusto Cafe Au Lait 160g,Nescafe Cafe Irish Cream Latte 158g,0.0,0.4640791
Nescafe Dolce Gusto Cafe Au Lait 160g,Nescafe Dolce Gusto Cappuccino x8 186g,15.480101,0.43637413
Nescafe Dolce Gusto Cafe Au Lait 160g,Nescafe Dolce Gusto Americano 128g,0.0,0.41987434
Nescafe Dolce Gusto Cafe Au Lait 160g,NESCAFE ORIGINAL COFFEE 300G,0.0,0.40791288
"JS Pub Fish, Chips and Peas 450g",JS Steak & Kidney Puff Pastry Pie 150g,0.0,0.48332614
"JS Pub Fish, Chips and Peas 450g",JS Chicken Casserole 400g,0.0,0.42870426
"JS Pub Fish, Chips and Peas 450g",JS Cheese & Onion Quiche 170g,4.965031,0.38135654
"JS Pub Fish, Chips and Peas 450g",JS Cod in Parsley Sauce 400g,18.122325,0.37130105
JS DIET INDIAN TONIC WATER 1L,Diet Pepsi Caffeine Free 2L,2.079381,0.3933547
JS DIET INDIAN TONIC WATER 1L,JS Strawberry&Kiwi Still Water 4x500ml,1.116671,0.37122762
JS DIET INDIAN TONIC WATER 1L,Red Bull energy drink 4x250ml,0.0,0.3067762
JS DIET INDIAN TONIC WATER 1L,Old Jamaica ginger beer 1.5L,0.0,0.2612837
Dettol antiseptic disinfectant 750ml,Felight anti-bacterial cat litter 20L,0.0,0.32026407
Dettol antiseptic disinfectant 750ml,Felight anti-bacterial cat litter 10L,0.0,0.31812382
Dettol antiseptic disinfectant 750ml,JS anti-bac ultra clumping cat litter 8L,0.0,0.31007558
Dettol antiseptic disinfectant 750ml,Always Discreet Sensitv Bladder Pad L+ 8,0.0,0.2693299
Stamford St Beef Burgers x8 397g,Stamford St Large Pork Sausages 1kg,28.41046,0.59924304
Stamford St Beef Burgers x8 397g,JS Roast Lamb Dinner 400g,1.402776,0.37160885
Stamford St Beef Burgers x8 397g,Young's Salmon Fillet Dinner 380g,0.0,0.35620224
Stamford St Beef Burgers x8 397g,JS chicken hotpot dinner 400g,0.0,0.31932533
Kitkat 2 finger choc orange 14pk,Kit Kat choc orange 2 finger 9 pack,1.757225,0.5824912
Kitkat 2 finger choc orange 14pk,Kit Kat dark choc 2 finger 9pk,1.375332,0.528856
Kitkat 2 finger choc orange 14pk,Kit Kat 2 Finger Caramel Multipack X9,0.0,0.5044317
Kitkat 2 finger choc orange 14pk,Kit Kat 2 Finger White MPK 9x20.7g,3.65678,0.50167584
Webbox lick-e-lix salmon 5x15g,Webbox salmon & trout tasty stick x6 30g,20.276813,0.5978707
Webbox lick-e-lix salmon 5x15g,Webbox lick-e-lix chicken 5x15g,52.566011,0.5543407
Webbox lick-e-lix salmon 5x15g,Webbox Lick-e-Lix liver & grass 5x15g,58.080782,0.5485569
Webbox lick-e-lix salmon 5x15g,Webbox cat sticks with duck x6 30g,20.802353,0.49732664
JS dog waste bags x75,JS biscuit selection for dogs 800g,3.347057,0.55517507
JS dog waste bags x75,JS deli sausages for dogs x8 60g,2.208231,0.5147781
JS dog waste bags x75,JS dog biscuits bone selection 650g,2.254914,0.50894564
JS dog waste bags x75,JS small biscuit bones for dogs 800g,1.972896,0.5063287
